End_of_Period,Loan_Number,Region,Country_Code,Country,Borrower,Guarantor_Country_Code,Guarantor,Loan_Type,Loan_Status,Interest_Rate,Project_ID,Project_Name,Original_Principal_Amount,Cancelled_Amount_,Undisbursed_Amount_,Disbursed_Amount_,Repaid_to_IBRD_,Due_to_IBRD_,Exchange_Adjustment_,Borrowers_Obligation_,Sold_Third_Party_,Repaid__Third_Party,Due__Third_Party_,Loans_Held_,First_Repayment_Date,Last_Repayment_Date,Agreement_Signing_Date,Board_Approval_Date,Effective_Date_(Most_Recent),Closed_Date_(Most_Recent),Last_Disbursement_Date
9/30/2025,IBRD87890,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,FSL,Repaying,0,P159508,"FISCAL CONSOLIDATION & INCLUSIVE GROWTH",200000000,0,0,199231705.6,30804432,168427273.7,-3272095.15,165155178.5,0,0,0,168427273.7,4/15/2023,10/15/2037,11/17/2017,11/7/2017,12/13/2017,10/31/2018,12/19/2017
9/30/2025,IBRD89220,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,FSL,Repaying,0,P164201,"Gabon second DPO",200000000,0,0,198906862.5,19505668,179401194.5,6562476.32,185963670.8,0,0,0,179401194.5,5/15/2024,11/15/2038,2/25/2019,2/19/2019,6/13/2019,12/31/2019,6/21/2019
9/30/2025,IBRD91240,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,FSL,Repaying,0,P173927,"Gabon COVID-19 Response Project",9000000,128349,0.01,9303204.12,2590680,6712523.69,147689.43,6860213.12,0,0,0,6712523.7,11/15/2023,5/15/2030,5/20/2020,5/15/2020,5/27/2020,3/15/2024,6/27/2024
9/30/2025,IBRD92830,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,FSL,Disbursing,0,P175987,"Digital Gabon",68500000,0,61102884.36,4822644.59,0,4822644.59,84181.05,4906825.64,0,0,0,65925528.95,9/1/2026,3/1/2040,12/26/2023,7/30/2021,7/30/2024,6/30/2026,7/3/2025
9/30/2025,IBRD93040,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,FSL,Signed,0,P173927,"Gabon COVID-19 Response Project",12000000,0,11980410,0,0,0,0,0,0,0,0,11980410,3/1/2025,9/1/2031,6/23/2022,10/15/2021,9/21/2022,6/30/2024,
9/30/2025,IBRD96610,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,FSL,Disbursing,0,P180085,"HISWACA - SOP 2",90000000,0,80346177.72,15469486.96,0,15469486.96,1789440.32,17258927.28,0,0,0,95815664.68,4/15/2029,10/15/2041,4/19/2024,3/22/2024,10/16/2024,12/31/2029,10/2/2025
9/30/2025,IBRD98320,"WESTERN AND CENTRAL AFRICA",GA,Gabon,"Ministre dâ€™ Etat ministre de I'Economie",GA,Gabon,FSL,Signed,0,P177372,PADIG,150000000,0,162910085,0,0,0,0,0,0,0,0,162910085,6/15/2030,12/15/2043,7/18/2025,6/11/2025,1/14/2026,6/30/2031,
9/30/2025,IBRD39700,"LATIN AMERICA AND CARIBBEAN",GD,Grenada,"Ministry of Finance",GD,Grenada,SCL,"Fully Repaid",0,P043923,"GD-  BASIC EDUCATION REF",3826000,96190,0,3729810.35,3729810,0,0,0,0,0,0,0,9/15/1999,3/15/2011,2/26/1996,12/21/1995,6/13/1996,12/31/2001,4/26/2002
9/30/2025,IBRD43350,"LATIN AMERICA AND CARIBBEAN",GD,Grenada,"Ministry of Finance",GD,Grenada,SCL,"Fully Repaid",0,P035730,"OECS: Telecom Reform",600000,55002,0,544997.61,544998,0,0,0,0,0,0,0,12/15/2001,12/15/2013,6/8/1998,6/4/1998,10/8/1998,12/31/2004,12/30/2004
9/30/2025,IBRD45830,"LATIN AMERICA AND CARIBBEAN",GD,Grenada,"Ministry of Finance",GD,Grenada,SCL,"Fully Repaid",2,P069922,"GD Grenada Disaster Management",5060000,156841,0,4903159.28,4903159,0,0,0,0,0,0,0,2/15/2006,8/15/2015,11/13/2000,10/17/2000,2/7/2001,12/31/2005,8/10/2006
9/30/2025,IBRD47750,"LATIN AMERICA AND CARIBBEAN",GD,Grenada,"Ministry of Finance",GD,Grenada,SCL,"Fully Repaid",1,P088448,"OECS-Telecomm & ICT Development Pro",272161,491,0,271669.84,271670,0,0,0,0,0,0,0,10/15/2008,4/15/2020,7/14/2005,5/12/2005,9/30/2005,12/31/2011,4/10/2012
9/30/2025,IBRD71000,"LATIN AMERICA AND CARIBBEAN",GD,Grenada,"Ministry of Finance",GD,Grenada,FSL,"Fully Repaid",0,P077682,"GD Emergency Recovery Project",1140000,387320,0,752680.47,752680,0,0,0,0,0,0,0,4/15/2007,10/15/2016,4/19/2002,3/7/2002,7/22/2002,6/30/2006,1/10/2007
9/30/2025,IBRD71400,"LATIN AMERICA AND CARIBBEAN",GD,Grenada,"Ministry of Finance",GD,Grenada,FSL,"Fully Repaid",0,P076715,"GD 2nd Phase APL HIV/AIDS Prev.&Control",3000000,2970000,0,30000,30000,0,0,0,0,0,0,0,4/15/2008,10/15/2017,9/5/2002,7/25/2002,2/10/2003,6/30/2009,2/10/2003
9/30/2025,IBRD71870,"LATIN AMERICA AND CARIBBEAN",GD,Grenada,"Ministry of Finance",GD,Grenada,FSL,"Fully Repaid",0,P077759,"GD EDUCATION DEV (2nd APL)",4000000,1478652,0,2521348.31,2521348,0,0,0,0,0,0,0,10/15/2008,4/15/2018,10/1/2003,6/27/2003,1/28/2004,6/30/2011,9/8/2011
9/30/2025,IBRD72620,"LATIN AMERICA AND CARIBBEAN",GD,Grenada,"Ministry of Finance",GD,Grenada,FSL,"Fully Repaid",0,P092692,"GD (4APL) Hurricane Ivan Emerg. Rec.",5000000,318342,0,4681658.09,4681658,0,0,0,0,0,0,0,2/15/2010,8/15/2019,11/19/2004,11/17/2004,2/15/2005,6/30/2009,11/10/2009
9/30/2025,IBRD78740,"LATIN AMERICA AND CARIBBEAN",GD,Grenada,"Ministry of Finance",GD,Grenada,FSL,Repaying,0,P117000,"GD Economic and Social DPL",4500000,0,0,4500000,2997000,1502999.8,0,1502999.8,0,0,0,1502999.8,11/15/2015,5/15/2030,6/24/2010,6/8/2010,8/2/2010,6/30/2011,8/5/2010
9/30/2025,IBRD85460,"LATIN AMERICA AND CARIBBEAN",GD,Grenada,"Ministry of Finance",GD,Grenada,FSL,"Fully Disbursed",0,P151821,"Grenada Resilience Building DPC 2",5000000,0,0,5000000,0,5000000,0,5000000,0,0,0,5000000,3/15/2026,3/15/2045,10/30/2015,10/28/2015,11/19/2015,11/30/2016,12/9/2015
9/30/2025,IBRD87340,"LATIN AMERICA AND CARIBBEAN",GD,Grenada,"Ministry of Finance",GD,Grenada,FSL,Disbursing,0,P152117,"OECS Regional Tourism Competitiveness",6000000,0,1019013.31,4980986.69,0,4980986.69,0,4980986.69,0,0,0,6000000,3/15/2027,3/15/2047,4/20/2017,4/6/2017,8/31/2017,5/31/2024,9/30/2024
9/30/2025,IBRD87580,"LATIN AMERICA AND CARIBBEAN",GD,Grenada,"Ministry of Finance",GD,Grenada,FSL,"Fully Disbursed",0,P158958,"OECS AGRICOM",1800000,430793,0,1369206.64,0,1369206.64,0,1369206.64,0,0,0,1369206.64,3/15/2027,3/15/2047,7/21/2017,5/25/2017,10/6/2017,8/31/2023,2/15/2024
9/30/2025,IBRD76710,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Repaying,0,P086277,"SEC/LOC ROADS",70000000,309735,0,69690265.03,32057522,37632743.36,0,37632743.36,0,0,0,37632743.36,7/15/2014,1/15/2039,3/25/2009,3/19/2009,4/29/2009,6/30/2012,11/5/2012
9/30/2025,IBRD77410,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Repaying,0,P112523,"EW HIGHWAY IMP 3",147000000,0,0,147000000,64680000,82320000,0,82320000,0,0,0,82320000,1/15/2015,7/15/2039,9/18/2009,9/10/2009,11/3/2009,6/30/2015,10/6/2015
9/30/2025,IBRD78020,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Repaying,0,P117152,"KAKHETI REGIONAL ROADS",30000000,997696,0,29002303.75,12796676,16205627.99,0,16205627.99,0,0,0,16205627.99,1/15/2015,7/15/2039,11/12/2009,11/10/2009,12/8/2009,8/30/2015,1/11/2016
9/30/2025,IBRD78040,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Repaying,0,P083110,"HIGHWAY IMPR 1",28000000,3,0,27999996.86,12319998,15679998.4,0,15679998.4,0,0,0,15679998.4,1/15/2015,7/15/2039,11/12/2009,11/10/2009,12/8/2009,6/30/2013,11/15/2013
9/30/2025,IBRD79260,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Repaying,0,P117698,"Georgia: DPO-2",10000000,0,0,10000000,3682000,6318000,0,6318000,0,0,0,6318000,10/15/2018,4/15/2037,8/12/2010,7/29/2010,9/23/2010,3/31/2011,9/27/2010
9/30/2025,IBRD79620,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Repaying,0,P110126,"REG & MUNI INFRA DEV",33500000,1164474,0,32335526.08,11905941,20429585.18,0,20429585.18,0,0,0,20429585.18,3/15/2019,9/15/2037,11/8/2010,11/2/2010,12/15/2010,12/31/2014,5/18/2015
9/30/2025,IBRD81430,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Repaying,0,P122204,"Second Secondary and Local Roads Project",30000000,5882964,0,24117036.05,5621681,18495355.02,0,18495355.02,0,0,0,18495355.02,7/15/2022,1/15/2037,3/22/2012,3/15/2012,5/24/2012,6/30/2019,11/1/2019
9/30/2025,IBRD81480,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Repaying,0,P126033,"REG DEV 1",60000000,2733257,0,57266742.77,13348878,43917864.99,0,43917864.99,0,0,0,43917864.99,7/15/2022,1/15/2037,3/28/2012,3/20/2012,5/31/2012,12/31/2017,5/29/2018
9/30/2025,IBRD82630,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Repaying,0,P130413,"EAST-WEST HIGHWAY 4",38000000,2976935,0,35023064.56,5831340,29191724.31,0,29191724.31,0,0,0,29191724.31,7/15/2023,1/15/2038,6/6/2013,5/9/2013,8/5/2013,12/31/2019,7/6/2020
9/30/2025,IBRD82790,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Repaying,0,P143060,"GEORGIA Competitiveness and Growth DPO2",32000000,0,0,32000000,5328000,26672000,0,26672000,0,0,0,26672000,7/15/2023,1/15/2038,7/19/2013,6/27/2013,9/29/2013,3/31/2014,10/24/2013
9/30/2025,IBRD83770,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Repaying,0,P147348,"Transmission Grid Strengthening Project",60000000,1994403,0,58005596.87,3863173,54142424.17,0,54142424.17,0,0,0,54142424.17,11/1/2024,5/1/2039,9/3/2014,5/13/2014,12/29/2014,3/31/2023,6/26/2023
9/30/2025,IBRD83800,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Disbursing & Repaying",0,P147521,SRMIDP,30000000,0,0,30000000,1997421,28002578.67,0,28002578.67,0,0,0,28002578.67,11/15/2024,5/15/2039,8/18/2014,7/3/2014,12/16/2014,8/30/2024,12/29/2024
9/30/2025,IBRD83940,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Repaying,0,P146890,"Georgia Competitiveness and Growth DPO3",70000000,0,0,70000000,4662000,65338000,0,65338000,0,0,0,65338000,12/15/2024,6/15/2039,7/9/2014,6/26/2014,8/12/2014,3/31/2015,8/27/2014
9/30/2025,IBRD84020,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Repaying,0,P148048,"Third Secondary and Local Roads Project",75000000,4173294,0,70826706.35,4717059,66109647.83,0,66109647.83,0,0,0,66109647.83,12/15/2024,6/15/2039,7/9/2014,7/3/2014,10/9/2014,12/31/2021,5/5/2022
9/30/2025,IBRD84940,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Disbursing,0,P150696,"Third Regional Development Project",60000000,0,2155.34,59997844.66,0,59997844.66,0,59997844.66,0,0,0,60000000,12/15/2029,6/15/2040,8/7/2015,7/1/2015,10/15/2015,10/30/2024,3/5/2025
9/30/2025,IBRD85030,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Fully Disbursed",0,P149991,"Inclusive Growth DPO",60000000,0,0,60000000,0,60000000,0,60000000,0,0,0,60000000,10/15/2029,4/15/2040,5/22/2015,4/28/2015,6/12/2015,12/31/2015,6/25/2015
9/30/2025,IBRD85040,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Fully Disbursed",0,P149998,"Private Sector Competitiveness DPO1",60000000,0,0,60000000,0,60000000,0,60000000,0,0,0,60000000,10/15/2029,4/15/2040,5/22/2015,4/28/2015,6/12/2015,12/31/2015,6/26/2015
9/30/2025,IBRD85470,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Disbursing,0,P149952,"East-West Highway Corridor Improvement",140000000,0,0,140000000,0,140000000,0,140000000,0,0,0,140000000,6/1/2026,12/1/2040,2/10/2016,12/3/2015,5/19/2016,6/30/2025,3/13/2025
9/30/2025,IBRD85950,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Fully Disbursed",0,P152441,"GENIE Project",40000000,17729507,0,22270493.05,0,22270493.05,0,22270493.05,0,0,0,22270493.05,9/15/2031,3/15/2040,3/28/2016,3/18/2016,7/21/2016,3/31/2023,2/1/2024
9/30/2025,IBRD85990,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Disbursing,0,P149953,"Secondary Road Asset Management Project",40000000,0,0,40000000,0,40000000,0,40000000,0,0,0,40000000,9/15/2031,3/15/2040,3/28/2016,3/18/2016,7/6/2016,6/30/2024,12/16/2024
9/30/2025,IBRD86070,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Fully Disbursed",0,P130421,"REG DEV 2",9000000,2204766,0,6795234.43,0,6795234.43,0,6795234.43,0,0,0,6795234.43,10/1/2034,4/1/2037,5/7/2016,4/4/2016,8/3/2016,12/31/2019,5/4/2020
9/30/2025,IBRD87420,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Fully Disbursed",0,P156444,"Georgia Inclusive Growth DPO2",50000000,0,0,53612190.8,0,53612190.8,1826569.2,55438760,0,0,0,53612190.8,10/15/2031,4/15/2042,5/3/2017,4/28/2017,6/22/2017,3/31/2018,6/28/2017
9/30/2025,IBRD87750,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Fully Disbursed",0,P155553,"Private Sector Competitiveness DPO2",50000000,0,0,52685455.96,0,52685455.96,-300525.95,52384930.01,0,0,0,52685455.96,1/15/2032,7/15/2042,8/16/2017,7/31/2017,9/22/2017,7/31/2018,9/29/2017
9/30/2025,IBRD87880,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Disbursing,0,P149952,"East-West Highway Corridor Improvement",20000000,0,0,18586856.97,0,18586856.97,1263038.04,19849895.01,0,0,0,18586856.97,5/1/2033,11/1/2041,12/4/2017,11/8/2017,4/2/2018,6/30/2025,4/29/2024
9/30/2025,IBRD89520,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Disbursing,0,P169117,"Energy Sup Reliability and Fin Recovery",70700000,0,28537977.7,41053081.08,0,41053081.08,3231041.22,44284122.3,0,0,0,69591058.78,11/15/2033,5/15/2044,6/18/2019,5/23/2019,11/28/2019,12/31/2025,6/6/2025
9/30/2025,IBRD89550,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Disbursing,0,P168481,"Georgia I2Q",102700000,0,30386196.06,70287591.95,0,70287591.95,5035711.99,75323303.94,0,0,0,100673788,11/15/2031,5/15/2046,6/18/2019,5/29/2019,11/27/2019,3/31/2027,9/18/2025
9/30/2025,IBRD90430,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Fully Disbursed",0,P133828,"IRRIG & LAND MKT",20400000,179058,0,19662413.53,0,19662413.53,1526764.87,21189178.4,0,0,0,19662413.53,6/15/2036,12/15/2042,3/30/2020,2/20/2020,5/21/2020,9/30/2023,2/8/2024
9/30/2025,IBRD90630,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Fully Disbursed",0,P169913,"Econ. Management and Competitiveness DPO",49600000,0,0,48688385.63,0,48688385.63,4166364.38,52854750.01,0,0,0,48688385.63,8/15/2034,2/15/2045,3/30/2020,3/26/2020,4/30/2020,3/31/2021,5/11/2020
9/30/2025,IBRD90990,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Fully Disbursed",0,P147521,SRMIDP,40600000,0,0,39680908.63,0,39680908.63,3894896.36,43575804.99,0,0,0,39680908.63,11/15/2034,5/15/2045,5/21/2020,5/18/2020,8/5/2020,8/30/2024,12/29/2024
9/30/2025,IBRD91130,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Fully Disbursed",0,P173911,"Georgia Emergency COVID-19 Project",80000000,0,0,85314873.96,0,85314873.96,544731.04,85859605,0,0,0,85314873.96,8/15/2033,2/15/2046,5/1/2020,4/30/2020,5/28/2020,4/30/2024,9/13/2024
9/30/2025,IBRD91430,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Fully Disbursed",0,P169913,"Econ. Management and Competitiveness DPO",48900000,0,0,52403118.76,0,52403118.76,451631.25,52854750.01,0,0,0,52403118.76,8/15/2034,2/15/2045,7/7/2020,6/30/2020,9/15/2020,3/31/2021,9/25/2020
9/30/2025,IBRD91610,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Disbursing,0,P169698,"Log-In Georgia",40000000,0,13945691.54,25349299.64,0,25349299.64,2636443.83,27985743.47,0,0,0,39294991.18,10/15/2034,4/15/2045,8/31/2020,8/28/2020,12/28/2020,12/31/2025,9/30/2025
9/30/2025,IBRD92390,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Disbursing,0,P173975,"Georgia Relief and Recovery for MSMEs",102900000,0,31180301.2,62948805.83,0,62948805.83,5707642.99,68656448.82,0,0,0,94129107.03,8/15/2034,2/15/2047,5/17/2021,5/11/2021,8/17/2021,6/30/2027,8/12/2025
9/30/2025,IBRD92730,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Fully Disbursed",0,P173911,"Georgia Emergency COVID-19 Project",34500000,9844815,0,23285188.17,0,23285188.17,805132.49,24090320.66,0,0,0,23285188.17,8/15/2026,2/15/2039,6/9/2021,6/7/2021,7/26/2021,4/30/2024,7/30/2024
9/30/2025,IBRD93490,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Disbursing,0,P175455,"Georgia Human Capital Program",400000000,0,206612642.4,207054521.1,0,207054521.1,7409011.56,214463532.6,0,0,0,413667163.5,10/15/2034,4/15/2049,3/30/2022,3/22/2022,6/17/2022,12/31/2028,9/17/2025
9/30/2025,IBRD93610,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Disbursing,0,P173782,KCIP,109000000,0,41319074.75,68973479.92,0,68973479.92,4460980.33,73434460.25,0,0,0,110292554.7,10/15/2034,4/15/2049,3/30/2022,3/22/2022,7/25/2022,12/31/2027,10/1/2025
9/30/2025,IBRD94970,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,"Fully Disbursed",0,P177797,"First Green and Resilient Georgia DPO",50000000,0,0,50257249.35,0,50257249.35,4006960.66,54264210.01,0,0,0,50257249.35,9/15/2028,9/15/2041,3/31/2023,3/24/2023,6/28/2023,3/31/2024,7/5/2023
9/30/2025,IBRD95040,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Disbursing,0,P175629,GRAIL,75000000,0,71638142.83,8901281.44,0,8901281.44,856890.73,9758172.17,0,0,0,80539424.27,9/15/2037,3/15/2048,3/31/2023,3/24/2023,7/21/2023,9/30/2029,9/24/2025
9/30/2025,IBRD96730,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Disbursing,0,P179950,"ESPIRE Program",35000000,0,35611181.45,2300781.15,0,2300781.15,143457.4,2444238.55,0,0,0,37911962.6,7/15/2030,1/15/2053,6/7/2024,5/21/2024,2/26/2025,6/30/2029,5/12/2025
9/30/2025,IBRD98630,"EUROPE AND CENTRAL ASIA",GE,Georgia,"MINISTRY OF FINANCE - Georgia",GE,Georgia,FSL,Signed,0,P169698,"Log-In Georgia",40000000,0,41579070,0,0,0,0,0,0,0,0,41579070,9/15/2035,3/15/2050,8/1/2025,7/23/2025,11/29/2025,12/31/2027,
9/30/2025,IBRDG2870,"EUROPE AND CENTRAL ASIA",GE,Georgia,"Georgian State Electrosystem",GE,Georgia,GURB,Approved,0,P170552,"En Supply Reliability & Fin Recovery",50000000,0,51533136.94,0,0,0,0,0,0,0,0,51533136.94,,,,5/23/2019,,12/31/2025,
9/30/2025,IBRD03100,"WESTERN AND CENTRAL AFRICA",GH,Ghana,"CHIEF EXECUTIVE",GH,Ghana,NPL,"Fully Repaid",6,P000834,"VOLTA POWER",47000000,0,0,47000000,46800000,0,0,0,200000,200000,0,0,2/15/1968,2/15/1987,2/8/1962,9/7/1961,2/8/1962,4/25/1971,
9/30/2025,IBRD06180,"WESTERN AND CENTRAL AFRICA",GH,Ghana,"CHIEF EXECUTIVE",GH,Ghana,NPL,"Fully Repaid",7,P000836,"VOLTA POWER II",6000000,0,0,6000000,6000000,0,0,0,0,0,0,0,6/15/1979,6/15/1994,6/23/1969,6/3/1969,10/1/1969,12/31/1973,
9/30/2025,IBRD11220,"WESTERN AND CENTRAL AFRICA",GH,Ghana,"POSTS & TELECOMM. CORP.",GH,Ghana,NPL,"Fully Repaid",9,P000847,"TELECOMMUNICATION I",23000000,0,0,23000000,23000000,0,0,0,0,0,0,0,12/15/1980,6/15/2000,6/10/1975,6/9/1975,1/23/1976,6/30/1985,
9/30/2025,IBRD11800,"WESTERN AND CENTRAL AFRICA",GH,Ghana,"NATIONAL INVESTMENT BANK",GH,Ghana,NPL,"Fully Repaid",9,P000850,"NIB I (DFC)",10000000,69062,0,9930937.78,9930938,0,0,0,0,0,0,0,5/15/1978,11/15/1995,12/23/1975,12/11/1975,3/2/1976,6/30/1983,
9/30/2025,IBRD11810,"WESTERN AND CENTRAL AFRICA",GH,Ghana,"MINISTRY FOR FINANCE",GH,Ghana,NPL,"Fully Repaid",9,P000849,"COCOA II",14000000,0,0,14000000,14000000,0,0,0,0,0,0,0,6/15/1984,12/15/2005,12/23/1975,12/23/1975,2/23/1976,12/31/1982,
9/30/2025,IBRD11820,"WESTERN AND CENTRAL AFRICA",GH,Ghana,"MINISTRY FOR FINANCE",GH,Ghana,NPL,"Fully Repaid",9,P000852,"HIGHWAYS II",18000000,8262,0,17991738.3,17811738,0,0,0,180000,180000,0,0,6/15/1981,12/15/2000,12/23/1975,12/23/1975,3/30/1976,3/31/1983,
9/30/2025,IBRD12910,"WESTERN AND CENTRAL AFRICA",GH,Ghana,"MINISTRY FOR FINANCE",GH,Ghana,NPL,"Fully Repaid",9,P000848,"RURAL DEVELOPMENT I",21000000,701678,0,20298321.54,20298322,0,0,0,0,0,0,0,1/15/1983,1/15/2001,6/28/1976,6/22/1976,4/11/1977,9/30/1984,
9/30/2025,IBRD12980,"WESTERN AND CENTRAL AFRICA",GH,Ghana,"MINISTRY FOR FINANCE",GH,Ghana,NPL,"Fully Repaid",9,P002831,"INDUSTRY II CIMAO",3500000,0,0,3500000,3500000,0,0,0,0,0,0,0,8/15/1981,2/15/1991,6/28/1976,6/24/1976,4/19/1978,12/31/1980,
9/30/2025,IBRD13800,"WESTERN AND CENTRAL AFRICA",GH,Ghana,"CHIEF EXECUTIVE",GH,Ghana,NPL,"Fully Repaid",9,P000854,"KPONG DAM",39000000,0,0,39000000,39000000,0,0,0,0,0,0,0,4/15/1982,4/15/1997,3/24/1977,3/22/1977,8/24/1977,12/31/1982,
9/30/2025,IBRD13810,"WESTERN AND CENTRAL AFRICA",GH,Ghana,"MANAGING DIRECTOR",GH,Ghana,NPL,"Fully Repaid",9,P000853,"POWER DISTRIB ECG II",9000000,1018,0,8998981.55,8998982,0,0,0,0,0,0,0,2/1/1982,2/1/1997,3/24/1977,3/22/1977,6/10/1977,12/31/1981,
9/30/2025,IBRD05570,"WESTERN AND CENTRAL AFRICA",GN,Guinea,"Ministry of Economy and Finance",GN,Guinea,NPL,"Fully Repaid",7,P001019,"BOKE ORE TRANSPORTAT",64500000,0,0,64500000,64500000,0,0,0,0,0,0,0,10/1/1973,10/1/1992,9/18/1968,9/17/1968,12/11/1968,12/31/1972,
9/30/2025,IBRD07660,"WESTERN AND CENTRAL AFRICA",GN,Guinea,"Ministry of Economy and Finance",GN,Guinea,NPL,"Fully Repaid",7,P001020,"BOKE EXTENTION",9000000,0,0,9000000,9000000,0,0,0,0,0,0,0,10/1/1973,10/1/1992,6/25/1971,6/22/1971,9/29/1971,3/31/1974,
9/30/2025,IBRDS0010,"WESTERN AND CENTRAL AFRICA",GN,Guinea,"Ministry of Economy and Finance",GN,Guinea,NPL,"Fully Cancelled",6,P001018,"BOKE ORE TRANSP ENGR",1700000,1700000,0,0,0,0,0,0,0,0,0,0,3/15/1968,3/15/1968,3/30/1966,3/29/1966,5/18/1966,1/31/1968,
